game_id,nickname1,nickname2,time,score1,score2,max1,max2,median1,median2,sum1,sum2,tpr_10_2,tpr_20_2,min_10_2,min_20_2,rating1,rating2
18037,STEEBot,deathstar,1200,362,351,55,65,20,15.5,251,273,1496.9,1498.45,5,5,1859,1619
18043,BetterBot,jocelot,720,335,351,74,70,16,9,243,254,1606.6,1435.65,10,20,1725,1552
18050,BetterBot,Scrabbler17,1200,440,366,64,63,21,14,330,288,1931.4,1746.8,10,20,1944,1810
18051,BetterBot,Sluggin24,1200,482,319,62,81,21,19,366,356,1615.4,1547.4,10,12,1648,1593
18055,STEEBot,Yracivc,1200,419,380,62,77,23.5,15,304,303,2244.7,1988.25,10,20,2033,2139
18059,BetterBot,Has98,1440,367,381,63,70,16,17,273,296,1537,1518.5,4,4,1969,1451
18062,STEEBot,atay8,1200,445,375,75,78,24,12,356,264,2308.3,1915.5,10,13,2078,2169
18072,BetterBot,pandorable,300,420,400,71,33,18,17,335,297,1741.9,1625.65,10,20,1899,1623
18077,STEEBot,Khairul.A,900,566,362,67,65,26,18,444,289,1855.1,1772.1,10,20,2074,1798
18080,STEEBot,Goldenlamb,1200,370,473,71,71,15,23,273,379,1962,1838.25,10,20,2174,2021
18081,BetterBot,Matt_86,3600,427,412,68,68,20,17,328,323,1954.2,1798.45,10,20,2044,1993
18084,STEEBot,talulah,1200,436,400,59,63,18.5,13.5,336,312,1654.1,1586.85,10,20,1873,1586
18086,BetterBot,ruby43,1200,451,387,77,37,14.5,19,362,288,1554.4,1418.2,10,20,1667,1626
18088,STEEBot,jaundiced,720,456,507,61,82,26,31,355,419,2011.3,1722.35,10,20,1824,1746
18089,HastyBot,thraoph,1200,542,408,70,76,35,24,418,338,2031.4,1941.95,10,20,2282,2049
18093,STEEBot,Goldenlamb,1200,429,454,67,66,20,19.5,324,369,2105.7,1911.45,10,20,2153,1994
18094,STEEBot,pisces223,1200,329,398,63,74,10.5,16,225,311,1733.1,1590.35,10,20,1866,1629
18095,STEEBot,Sopejohn,1200,378,438,78,69,21,23,293,331,2133.1,1930.95,10,20,2114,1833
18096,BetterBot,ruby43,1200,349,337,81,30,13,16,263,231,1627.6,1416.35,10,20,1718,1552
18097,STEEBot,Glilac,1200,471,405,75,75,21,17.5,357,328,1914.6,1814.9,10,20,2144,2040
18098,BetterBot,Gtowngrad,1020,412,347,76,62,15,12,306,264,1382.5,1339.35,10,20,1729,1363
18101,BetterBot,scaredy,600,377,428,70,81,14,10,279,329,1568.3,1534.15,10,10,1720,1680
18102,BetterBot,HAYDEN,3600,388,259,60,60,18,13,294,192,1658.9,1595.4,10,16,2043,1395
18103,BetterBot,LeChamp21,840,411,265,63,26,13,14,299,189,1719.4,1677.3,10,20,1948,1670
18104,BetterBot,pandorable,300,315,433,40,66,9.5,15,223,333,1469.7,1423.8,10,20,1805,1577
18106,HastyBot,CodeTitan,1200,967,0,91,0,23,0,765,0,1637.8,1568.9,8,8,2095,1500
18111,HastyBot,daddyfiyin,900,468,347,85,67,27,15,366,301,1569.1,1534.55,3,3,2171,2019
18119,STEEBot,Kii,900,415,379,78,80,22.5,17,320,285,1793.3,1736.95,10,20,2092,1867
18122,BetterBot,monica101,900,389,410,71,55,17,16,289,319,1703.2,1601.6,8,8,1954,1831
18124,STEEBot,MasterYeri,900,407,428,72,62,15.5,22,314,355,1976.2,1844.5,10,20,2114,2010
18142,BetterBot,cccc,1200,382,366,60,65,16.5,11.5,293,264,1409.7,1321.85,10,20,1653,1632
18146,HastyBot,adola,1200,413,338,73,62,19,15,318,245,2205,2019.25,10,20,2209,2176
18150,HastyBot,royster,1500,455,461,68,93,20,15,360,365,2011.1,1772.55,10,20,1984,1763
18151,STEEBot,jaundiced,1140,425,436,63,85,18.5,19.5,323,417,2008.9,1733.7,10,20,1810,1804
18153,HastyBot,supriya,1200,443,438,70,68,22.5,18,341,350,1947.7,1913.75,10,20,2233,2008
18154,HastyBot,busker221,300,421,439,64,71,26,21,325,346,1885.5,1840.65,10,20,2161,2039
18164,HastyBot,samsiah06,3600,694,117,96,9,18.5,4,545,62,1859.5,1725.35,10,13,2177,1263
18170,BetterBot,hickoryhoosier,1200,446,429,75,78,13,16,345,342,1591.3,1405.6,10,20,1722,1548
18171,HastyBot,royster,1500,485,325,88,63,18.5,18,365,255,1671.7,1550.4,10,20,2027,1710
18173,STEEBot,Mvoi,600,571,324,72,68,20,12.5,457,425,1733.3,1696.85,10,20,2155,1653
18174,STEEBot,Kakapo,900,310,423,26,68,16,13,217,325,1909.9,1695.5,10,20,1882,1930
18175,STEEBot,snorkl,1200,527,413,84,81,30.5,12,420,328,1797.7,1770.8,10,20,2132,1917
18176,BetterBot,pandorable,300,492,256,78,29,16.5,8.5,375,184,1569.5,1494.05,10,20,1821,1646
18182,HastyBot,Munyama,1200,488,305,80,52,23.5,16,372,228,1856.1,1678.05,10,11,2228,1671
18187,BetterBot,markisa,900,425,334,62,60,14,15.5,310,274,1814.2,1657.1,6,6,2030,2031
18189,BetterBot,sassaba,1200,449,274,71,21,22.5,12,350,171,1307.5,1342.25,10,18,1681,1461
18192,STEEBot,tripack,60,424,275,71,62,23.5,13.5,321,198,1608.1,1460.45,10,20,1765,1527
18195,HastyBot,runnerguy,2100,446,377,78,64,17,15,336,296,1773.1,1653.45,10,20,1964,1809
18197,STEEBot,Rexington,1200,455,332,79,36,22,20,370,243,2099.2,1908.45,10,20,2167,2085
18201,STEEBot,sufiii,2100,456,292,82,26,19,13.5,342,209,1969.2,1769.4,10,18,2126,1730
18208,BetterBot,LeChamp21,840,424,380,76,79,20,17.5,334,273,1591.7,1571.65,10,20,1943,1634
18216,BetterBot,pandorable,300,428,312,64,37,19,14,326,225,1504.2,1464.6,10,20,1848,1639
18218,BetterBot,pandorable,300,395,396,75,73,15.5,13,292,303,1640.3,1536.95,10,20,1899,1647
18221,BetterBot,davidavid,900,325,416,60,81,14,14,225,326,1903.1,1741.4,10,20,1992,1865
18224,STEEBot,atay8,1200,393,377,52,80,28,13.5,298,280,2297.5,2011.05,10,20,2056,2096
18230,BetterBot,arjun15,3000,378,409,55,59,17,21,275,324,1853.3,1682.85,10,17,1950,1863
18238,HastyBot,Nick,1200,459,364,71,64,24,17.5,349,283,1573.6,1536.8,10,11,2049,1511
18239,STEEBot,jaundiced,1140,476,415,87,74,20,20.5,378,336,2064,1774.85,10,14,1844,1855
18240,HastyBot,vannandonly,1200,448,504,40,83,28,25,333,430,2097,1968.05,10,20,2223,2125
18242,HastyBot,Fwesha,1200,554,425,76,72,29,22,446,345,2255.2,2031.6,10,20,2263,1999
18243,BetterBot,inkylap,1200,383,303,59,43,14,12,271,227,1462.9,1481.45,3,3,1717,1316
18247,HastyBot,gameatiruth,1200,599,359,88,55,30,20,509,261,2090.2,1865.1,10,15,2271,2141
18249,BetterBot,pandorable,300,436,320,75,57,15,15,322,245,1787.7,1626.95,10,20,1836,1686
18250,BetterBot,pandorable,300,440,381,82,69,15,19,347,277,1456.8,1396.75,10,20,1794,1618
18252,BetterBot,Gtowngrad,1020,389,371,64,68,17,12,291,280,1387,1336.15,10,20,1716,1359
18253,STEEBot,Tazz,900,464,287,81,58,40,20,392,238,1949.6,1830.7,10,20,2160,1754
18256,STEEBot,nykxis,1200,346,462,45,67,18,20.5,251,369,2171.7,1912.95,10,20,2133,1982
18261,STEEBot,Yracivc,900,432,427,66,82,24.5,21,335,330,2480.3,2091.8,10,20,2131,2193
18264,HastyBot,NoelL,1200,459,399,82,72,14,16,363,302,1796.7,1820,10,20,2209,2009
18265,HastyBot,Matt_86,3600,432,438,74,67,19,18,325,353,1913.8,1862.45,10,20,2202,1943
18268,STEEBot,Rexington,1200,412,468,71,122,24,25,320,392,2211.9,1947.7,10,20,2132,2084
18270,STEEBot,HivinD,900,421,554,73,148,23.5,21,335,452,2161.3,1926.2,10,20,2091,2138
18275,STEEBot,Anita,1200,449,346,79,65,24,14,347,270,1565.6,1530.75,10,20,1893,1546
18276,HastyBot,NoelL,1200,584,343,93,58,21,16.5,484,251,2010.4,1925.2,10,20,2192,2025
18279,BetterBot,Kavindu,900,366,442,71,69,17,18.5,275,339,2007.2,1753.6,10,11,1998,1928
18285,HastyBot,Muendo,600,483,290,67,30,20,14.5,367,214,1691.6,1595.8,7,7,2182,1397
18286,BetterBot,davidavid,900,397,351,73,55,17,17,289,269,1858.6,1699.15,10,20,1981,1854
18287,BetterBot,Kathleen3,1800,453,353,70,64,15,20.5,322,289,1951.6,1790.95,10,20,2070,2004
18288,HastyBot,Edemaro,1200,522,360,71,57,25.5,19,419,271,2067.6,1953.8,10,20,2227,1880
18289,BetterBot,patricck,3300,453,373,70,55,15,24.5,335,297,2319.6,1946.3,10,20,1978,2273
18292,HastyBot,NoelL,1200,467,298,78,77,22.5,17,351,222,2063.4,1938.25,10,20,2247,2074
18294,STEEBot,meetsumeet,720,535,408,81,67,26,14,431,324,2049.2,1906.35,10,20,2161,1931
18296,BetterBot,patricck,3300,348,383,80,60,14.5,18,246,296,2131.6,1847.05,10,20,1986,2177
18297,STEEBot,snorkl,1200,477,370,72,58,20,19.5,372,286,1920.4,1798.15,10,20,2196,1892
18298,BetterBot,Luigi19,1200,433,319,71,36,15.5,18,327,234,1873.9,1750.95,10,20,2083,1770
18300,STEEBot,orlyns,1200,430,362,64,68,15,15.5,315,287,2150.8,1978.75,10,20,2065,2103
18302,STEEBot,Goldenlamb,1200,364,437,64,63,21,22.5,277,333,2214.6,1981.7,10,20,2051,2078
18303,STEEBot,ChrisOB,1200,325,508,52,148,17,19,241,401,1604.2,1552.1,2,2,2119,1988
18312,BetterBot,Bingobabe,1200,374,308,63,54,13.5,12.5,268,222,1884.4,1564.5,10,20,1674,1646
18327,STEEBot,sellingmycart,840,424,423,80,77,16,20,323,332,1562.9,1531.45,4,4,2107,1721
18331,STEEBot,PREXY8ADER,1200,481,400,72,74,25,17,381,311,1844.5,1672.25,6,6,2051,2055
18334,HastyBot,andreatan,900,509,402,133,69,15,16,414,306,1541.4,1520.7,2,2,2190,1733
18336,STEEBot,Omoyedivine,1020,353,571,65,131,19,23,259,473,1862.8,1817.45,10,20,2188,2009
18338,HastyBot,sungoer,2700,504,435,92,71,28,31,402,344,1851.3,1717.8,10,20,2045,1822
18339,STEEBot,sas23,900,430,403,80,74,14,18.5,323,396,1733.8,1616.9,5,5,1762,1789
18343,BetterBot,Venater,1200,358,368,64,41,9,15,258,269,1400.7,1348.45,10,20,1640,1442
18348,HastyBot,ji1222,900,480,376,66,87,26,12.5,369,298,1866.7,1844.7,10,20,2230,1712
18349,BetterBot,katrushka,1200,436,296,80,34,14.5,13,326,218,1759.8,1527.45,10,20,1692,1659
18350,BetterBot,Kaumadee,900,459,374,69,66,17,12,361,283,1920.4,1755.75,10,20,1997,1766
18363,HastyBot,MSHS-21LEEJINYIH,1200,500,409,71,77,30,18.5,401,316,2076.4,1911.05,10,20,2280,1880
18365,STEEBot,gerald0506,900,428,278,72,25,17.5,14,321,251,2114.3,1921.65,10,20,2150,2044
18368,BetterBot,Crookshanks,1500,418,394,84,66,16.5,13.5,318,306,1810,1689.7,10,20,1919,1961
18370,HastyBot,bubbat,720,365,352,58,54,14,15.5,274,254,1810.4,1720.45,10,20,2061,1803
18371,BetterBot,batmannq,1200,337,406,83,74,14,15,243,312,1499,1429.65,10,18,1696,1453
18373,BetterBot,Goldenwick,1200,334,335,36,56,12.5,8,250,231,1407.1,1353.15,10,20,1688,1351
18378,STEEBot,rak1507,600,400,380,39,74,21,9,288,302,1821.3,1736.45,10,20,2118,2068
18381,HastyBot,Esan,1200,408,398,90,75,22.5,16,323,294,2135.5,1989.75,10,20,2210,2119
18383,HastyBot,thraoph,1200,445,368,67,71,20,12,347,272,2182.2,2042.9,10,20,2350,2104
18384,STEEBot,mfurqon30,900,389,399,62,65,18,18,297,303,1500,1500,1,1,2101,1883
18387,BetterBot,NishanyaGammanpila,900,349,415,71,74,9,13,245,405,1832.5,1691.4,10,20,1964,1840
18389,BetterBot,Mimix,1200,371,356,63,60,12.5,21,267,271,2128.6,1844.1,10,20,1982,1913
18394,STEEBot,talulah,1200,466,278,58,77,21,14,353,210,1715.9,1582.15,10,20,1860,1627
18395,STEEBot,nykxis,1200,449,433,71,62,24,16,356,337,1831.1,1772.95,10,20,2216,1856
18397,BetterBot,halidom21,1200,332,391,45,74,11,13,227,317,2226.2,1902.8,10,20,1888,2153
18402,HastyBot,sbush,1200,387,387,67,63,16.5,18.5,297,289,1865.5,1762.15,10,20,2048,1805
18404,STEEBot,sstastic,1500,405,441,77,72,23.5,23.5,307,349,2031,1864.65,10,20,2103,1772
18411,STEEBot,akiff_faleel,1200,524,372,87,64,18,20,421,287,2076.7,1867.7,10,20,2209,2069
18419,STEEBot,Rbwingi,720,557,288,72,65,24,11.5,420,234,1770.2,1768.65,10,20,2145,1623
18422,STEEBot,HivinD,900,321,492,31,74,16,27,210,403,2071.7,1905.35,10,20,2268,2144
18423,BetterBot,iyerkala63,720,428,437,83,63,20,20,336,334,1847.3,1673.65,7,7,1966,1875
18424,BetterBot,LIMEUJIE,900,313,326,27,28,12,15,216,234,1832.4,1703.5,10,17,2021,1845
18427,STEEBot,Sopejohn,1200,420,260,70,71,19,9.5,339,202,1696.6,1700.45,10,20,2089,1838
18429,BetterBot,forwords,1200,327,518,64,65,13,22.5,258,385,2204,1897,10,20,2008,2270
18434,STEEBot,Lola,1800,412,376,83,68,14,20,324,276,1802.5,1754.5,10,20,2155,1914
18440,STEEBot,talulah,1200,439,366,74,67,19.5,13,340,276,1620.4,1559.1,10,12,1829,1633
18441,BetterBot,pandorable,300,309,311,26,62,10,11,203,228,1522.3,1507.75,10,20,1938,1607
18445,BetterBot,Bravowhisky,1200,366,275,74,29,12,10,261,191,1595.9,1547.95,4,4,1992,1380
18447,HastyBot,shcheah,3600,391,433,62,59,18,20,299,337,2174.7,2060.8,10,20,2229,2067
18450,STEEBot,kar2008,1200,360,373,56,74,21,14.5,278,266,1970.2,1679.15,10,20,1895,1880
18457,HastyBot,kfraley,1200,378,416,61,69,19.5,23,284,322,2229.5,1970.75,10,20,2225,2137
18460,STEEBot,proton2020,1200,445,460,76,86,27,28,341,364,1834.9,1667.45,6,6,2098,1979
18462,HastyBot,ji1222,900,514,386,75,58,28.5,17,399,312,2384.2,2126.65,10,20,2197,1712
18470,STEEBot,saint,1200,411,428,80,72,18,17.5,331,320,1890.4,1695.2,10,11,1870,1892
18473,BetterBot,Kimori101,1800,403,488,77,167,9,12.5,302,388,1917.5,1708.75,10,10,1923,1981
18477,HastyBot,Possibilites,1200,492,379,74,70,24,16,377,298,1905.7,1863.45,10,20,2219,1866
18480,STEEBot,deathstar,1200,330,558,32,79,21,34,225,474,1482.5,1457.15,10,20,1764,1571
18486,HastyBot,vannandonly,1200,433,388,62,79,24,20,328,301,2001.9,1911.85,10,20,2224,2109
18488,BetterBot,pandorable,300,380,305,65,32,14,9,287,209,1666.1,1572.5,10,20,1829,1636
18494,HastyBot,bubbat,720,565,306,84,56,30,9,465,217,1878.9,1746.85,10,20,1963,1810
18495,BetterBot,frs,1200,413,385,74,65,17,19.5,313,289,1551.2,1525.6,5,5,1683,1739
18496,HastyBot,sarainvt,1200,436,319,66,66,20,12,326,239,1774.1,1629.7,10,15,2031,1587
18499,STEEBot,Rexington,1200,346,422,68,66,18,20.5,258,317,2194,1953.6,10,20,2140,2066
18507,BetterBot,NurdiniDelisha,900,501,261,75,47,18,13,389,206,1607.8,1620.8,10,20,1973,1981
18508,STEEBot,Nishtar,1200,346,435,30,66,14,16,250,343,2297.5,2025.1,10,20,2134,2179
18509,HastyBot,thisguy,3600,420,416,65,84,24,17,322,341,1694.9,1670.35,10,20,2029,1827
18515,BetterBot,Matt_86,3600,318,421,55,64,14,24.5,226,320,1979.4,1788,10,20,2121,2002
18516,STEEBot,Trayz,1440,509,334,65,63,21.5,15,400,255,1892.4,1839.1,10,20,2117,1947
18521,BetterBot,Kimori101,1440,452,320,67,69,15.5,16,324,245,2010.4,1802.95,10,20,1914,1946
18525,STEEBot,PVMG,1020,489,303,74,68,18.5,12.5,378,224,1914.2,1706.6,10,20,2106,2071
18527,BetterBot,thyme,1200,426,299,71,72,15.5,10,320,217,1588.7,1544.35,2,2,1970,1500
18528,HastyBot,chloe,300,507,287,69,54,25.5,17,386,234,1820.1,1737.2,10,20,2073,1837
18531,BetterBot,Kathleen3,1800,403,393,69,61,13.5,22,306,298,1788.4,1644.2,7,7,1988,2000
18535,BetterBot,Goldenwick,1200,348,306,52,22,13,14.5,246,220,1340.8,1313.9,10,20,1626,1376
18536,HastyBot,vinylchances,60,503,420,69,89,36,13,406,329,1871.4,1729.85,10,14,2202,1889
18537,BetterBot,kar2008,1200,415,390,71,68,17,16.5,331,353,1873.8,1566.85,10,20,1731,1811
18543,HastyBot,BethMix,1200,574,347,69,70,30.5,21,468,334,1624.6,1569.3,10,20,1986,1567
18545,HastyBot,wagyus,1200,354,495,67,72,17,24,278,382,2186.4,2007.9,10,20,2257,2077
18547,BetterBot,jivan21,900,440,167,74,21,21,9,327,124,1568.3,1542.3,10,12,1984,1629
18548,STEEBot,juliuswilson,1200,380,441,75,65,21,25.5,302,330,2065.8,1836.45,10,16,2096,1909
18552,BetterBot,NurdiniDelisha,900,343,280,24,29,12.5,12,238,271,1581.4,1579.4,10,20,2012,2013
18556,BetterBot,davidavid,900,404,379,69,72,17,16.5,295,300,1735,1650.9,10,20,1966,1849
18558,STEEBot,Banman1,1200,371,418,55,77,16,12,278,321,1550,1513.95,10,20,1856,1615
18561,STEEBot,plunder1,300,425,368,70,55,21,21.5,314,283,1655.7,1576.7,10,20,1899,1547
18567,BetterBot,Aghalya,900,386,369,70,62,13,13.5,290,295,1966.4,1769.5,10,20,1978,1934
18568,STEEBot,Vidyam,900,502,200,62,21,24,11,373,148,1752.9,1728.1,10,20,2223,1294
18569,BetterBot,LIMEUJIE,900,385,386,66,34,16,16.5,305,278,1995.5,1807.05,10,20,1922,1925
18570,BetterBot,bobcubed,1200,392,379,66,61,13.5,15.5,288,291,1846.4,1611.7,10,16,1746,1610
18571,BetterBot,rasnz,900,399,378,76,66,14,14,290,298,2047.3,1815.2,10,20,1977,1807
18575,STEEBot,meetsumeet,720,540,373,80,66,22,12,435,282,1921.4,1817.8,10,20,2144,1870
18577,HastyBot,noahslat,1200,376,481,49,75,20,31,262,401,2193.1,2032.6,10,20,2263,1867
18578,BetterBot,naushika,1200,316,467,70,75,9,10,230,365,1801.2,1681.65,10,20,2081,1500
18582,HastyBot,shcheah,3600,446,458,64,68,21,25,352,363,2211.8,2039.5,10,20,2244,2141
18583,BetterBot,Kavindu,900,332,426,55,64,16,21,240,329,2058.3,1806.9,10,14,1938,1943
18584,STEEBot,Anita,1200,410,338,63,72,20,15,297,260,1515.8,1390.1,10,20,1827,1587
18591,STEEBot,Trayz,1440,343,468,70,83,18,17,272,348,1865.7,1802.55,10,20,2137,1926
18592,BetterBot,Ibrahim28,780,379,306,37,60,11,15,258,401,1661.1,1606.15,10,20,1861,1467
18597,STEEBot,royster,1500,423,338,76,61,16,11,314,267,1682,1658.85,10,20,1894,1717
18598,BetterBot,Zynx,780,357,401,49,64,18.5,16.5,263,305,1824,1691.75,10,20,1976,1837
18604,BetterBot,Kathleen3,1800,343,353,59,62,10,14.5,241,266,2283.3,1949.1,10,16,2008,2168
18605,BetterBot,pandorable,300,397,283,66,24,14.5,14.5,276,210,1549.4,1504.5,10,20,1877,1645
18606,BetterBot,Xerxes,900,470,376,84,42,18,23,373,285,1875.1,1765.1,10,20,1999,1898
18607,BetterBot,ruby43,1200,474,371,79,50,16.5,18,368,305,1557.2,1416.5,10,20,1703,1590
18610,STEEBot,HivinD,900,495,352,69,76,25,13,392,263,2081.6,1872.85,10,20,2083,2053
18611,HastyBot,tarkovsky7,3600,437,367,80,73,20,19,323,292,1961.3,1802.2,10,20,2050,1872
18614,BetterBot,Xerxes,900,462,254,61,23,17,17.5,344,225,1635.3,1616.35,10,20,2056,1791
18616,HastyBot,noahslat,1200,507,369,140,78,26.5,29,426,365,2167.9,2013.15,10,20,2268,1887
18618,STEEBot,Inandoutworker,3600,433,392,59,58,19,18,323,313,1817.6,1728.15,10,20,2127,1467
18619,HastyBot,GrubbTime,180,460,306,60,69,21,19,325,342,2066.7,1899.75,10,19,2193,1940
18621,BetterBot,Inandoutworker,3600,341,324,29,35,15,19,234,243,1958.7,1793.35,10,20,1998,1467
18626,STEEBot,shaneabbas,1080,424,518,45,75,21,23,317,435,1847.1,1748.55,10,20,2130,1960
18629,STEEBot,phavour,900,420,335,93,76,25,14,338,256,1770.8,1685.8,10,20,2124,1962
18654,STEEBot,Janua,900,518,331,65,53,26,17,408,253,1663.7,1581.85,5,5,2161,1868
18655,HastyBot,thraoph,1200,607,301,80,59,28,13,485,234,1993.4,1908.4,10,20,2216,2036
18663,BetterBot,NurdiniDelisha,900,490,267,76,24,15,11,367,192,1640.6,1627.35,10,20,2047,1981
18666,BetterBot,Y4NSH3Ng,780,375,270,66,30,12.5,8.5,271,183,1577.5,1542,10,17,1864,1502
18669,HastyBot,Esan,1200,518,443,94,78,19,24,416,356,2202.7,2009.05,10,20,2259,2134
18670,STEEBot,Sopejohn,1200,379,431,69,78,15,20,271,373,1930.9,1839.2,10,20,2103,1845
18672,STEEBot,Camelngz,1200,521,395,84,123,25,18,420,305,2099.8,1924.35,10,20,2167,1988
18675,HastyBot,runnerguy,2100,435,340,66,59,16,25,322,262,1770.2,1686.85,10,20,1960,1850
18677,HastyBot,thraoph,1200,503,252,73,31,23.5,12.5,391,176,1885.4,1849.05,10,20,2266,1947
18685,BetterBot,HivinD,900,470,389,84,63,20.5,18.5,366,298,1957.7,1774.95,10,20,2007,2029
18686,STEEBot,Willeford,1200,448,329,62,78,20,12.5,339,250,1720.2,1591.25,10,20,1901,1824
18694,HastyBot,nyjets313,1200,507,452,71,85,23.5,23,416,352,2108.2,1857.45,10,20,2031,1954
18701,STEEBot,Olympicnaija,1200,484,463,78,149,19,19,369,396,1976.4,1875.05,10,20,2078,1904
18713,STEEBot,snorkl,1200,370,460,37,68,25,16,297,342,1705.7,1729,10,20,2046,1831
18714,STEEBot,Abdulmumin,1200,413,403,70,65,19,24,297,324,2178.3,1961.7,10,20,2134,2133
18716,BetterBot,pandorable,300,345,317,62,62,14,16,240,228,1522.3,1466.4,10,20,1858,1560
18717,STEEBot,talulah,1200,412,374,70,69,16.5,17,310,288,1757.7,1579.3,10,20,1840,1579
18719,HastyBot,NoelL,1200,466,423,75,81,19.5,20,362,338,1982.2,1873,10,20,2190,2069
18720,BetterBot,arunwoogles,3600,464,260,86,63,18.5,13,355,210,1728.4,1614.2,10,10,1956,1572
18721,BetterBot,sidnit,600,368,292,66,67,11,12,258,293,1688.4,1594.2,7,7,1914,1626
18722,BetterBot,kar2008,1200,373,395,58,68,15.5,16.5,279,280,2022.6,1702.8,10,20,1707,1904
18724,HastyBot,tarkovsky7,3600,403,405,61,69,22,13,318,301,2116.5,1875.25,10,20,2002,1942
18729,BetterBot,Knight2014,300,265,383,59,30,7,10,215,270,1706.3,1603.15,7,7,1821,1713
18731,HastyBot,KongCH,1200,420,520,73,80,17.5,30,322,429,1808.7,1654.35,6,6,2186,2125
18741,BetterBot,Manuel,900,436,312,62,47,17,15,328,237,1911.6,1705.8,10,11,1980,1791
18748,BetterBot,MarieDee,1200,426,310,81,77,13,12,318,229,2225.1,1907.45,10,20,1978,2015
18751,BetterBot,Kathleen3,1800,376,369,43,59,16.5,11,292,262,2194.5,1864.5,10,20,2135,2012
18753,STEEBot,Rexington,1200,482,352,76,77,32.5,14,389,257,2119.6,1912.7,10,20,2089,2012
18760,STEEBot,deathstar,1200,408,367,79,59,21,19.5,320,267,1642.9,1526.3,10,20,1870,1590
18761,BetterBot,MARIESHAMARIAPPAN,900,370,324,40,58,10,15,253,250,1876.3,1688.15,6,6,2027,1743
18764,STEEBot,bbharath,600,480,379,80,70,19,16,373,294,1871.6,1743.9,10,20,2094,1894
18767,BetterBot,Loeloeraai,1200,436,285,68,47,17.5,12,331,198,1777.2,1682.85,10,20,1969,1753
18768,BetterBot,The_Master,900,473,365,77,67,18,15,354,293,1925.3,1766.65,10,20,1993,1877
18775,BetterBot,gregthaopenny,1500,478,419,88,63,13,14,359,348,1597.8,1548.9,9,9,1696,1600
18779,STEEBot,Tazz,900,383,437,75,67,16.5,18,303,321,1762.5,1735.7,10,20,2092,1690
18783,STEEBot,Omoyedivine,1020,528,299,90,67,23,15,411,223,2120.6,1935.85,10,20,2032,2055
18784,BetterBot,ChsrQat,900,355,372,70,37,12,17,267,271,1921.5,1614.5,10,20,1978,2214
18788,STEEBot,jaundiced,1140,299,463,32,69,17,21,204,364,2059.6,1746,10,20,1839,1840
18794,HastyBot,NoelL,1200,414,414,65,69,21,21,325,314,2163.8,1989.55,10,20,2238,2080
18800,STEEBot,cudbear,1200,449,405,76,65,26,16.5,368,297,2075.3,1911.75,10,20,2112,2048
18805,HastyBot,nyjets313,1200,424,400,74,73,22,20,337,296,1878.1,1696.95,10,12,1931,1903
18808,HastyBot,HashamHadi,840,487,463,66,74,24.5,19,393,368,1990.4,1745.2,8,8,2188,2114
18812,HastyBot,Glilac,1800,318,531,81,75,15,27,235,421,1968.7,1877.1,10,20,2280,2002
18813,STEEBot,Kabashibi,240,441,344,73,61,23,13.5,329,278,1684.6,1588.6,10,12,2137,1756
18815,STEEBot,Rexington,1200,367,466,67,123,19,24.5,275,364,2183.7,1931.75,10,20,2132,2055
18823,BetterBot,Kovert,1800,338,376,70,60,15.5,18,253,273,1522.1,1396.35,10,20,1663,1670
18825,BetterBot,Kovert,1800,405,413,66,71,17.5,20.5,319,310,1935.6,1614.75,10,20,1638,1771
18833,HastyBot,Best459,60,398,233,70,64,24.5,17,311,249,1703,1601.5,8,8,2190,1500
18835,STEEBot,snorkl,1200,453,449,55,84,22,18,343,369,2234.3,1984.6,10,20,2132,1992
18836,BetterBot,AASM16,900,357,416,57,78,16,19.5,242,343,1919.7,1793.65,10,20,1926,1936
18838,STEEBot,Trayz,1440,402,446,52,71,22,20.5,313,345,1917,1791.6,10,20,2059,1982
18839,STEEBot,MasterYeri,900,440,444,56,83,28.5,24,340,355,2139.8,1923.1,10,20,2140,1997
18842,HastyBot,KongCH,1200,414,381,63,64,21,17,312,294,2216.7,2024.6,10,20,2166,2156
18846,BetterBot,patricck,3300,334,489,72,64,11,17.5,243,390,2223.5,1872.45,10,13,1957,2268
18850,BetterBot,oranggua,1200,326,465,53,96,10,20.5,240,362,1466.6,1362.25,10,20,1725,1508
18852,STEEBot,saint,1200,366,390,65,68,19.5,15,272,296,2179.2,1815.6,10,20,1848,1993
18855,STEEBot,ZeMing,1200,405,355,68,57,16,20,315,256,1873.7,1785.05,10,20,2102,1960
18857,HastyBot,ji1222,900,374,428,59,55,18.5,17,281,340,2184.8,2011.5,10,20,2286,1712
18862,HastyBot,cwaniak,1200,438,356,95,74,25,16,341,287,2136.2,1849.05,10,13,2258,2110
18864,BetterBot,Kimori101,1200,328,306,61,64,17,16.5,243,243,1901.4,1753.7,10,20,1874,1906
18866,STEEBot,Rexington,1200,385,463,68,82,24,25,289,367,2131,1901.45,10,20,2148,2030
18871,STEEBot,earth,1200,534,322,75,68,22,17,419,239,2097.7,1834.9,10,15,2138,2131
18874,HastyBot,tarkovsky7,3600,399,393,73,68,18,21.5,300,303,2018.7,1835.6,10,20,1916,1932
18879,HastyBot,Esan,1200,396,434,83,74,16.5,14,290,351,2227.1,2012.8,10,20,2193,2079
18880,STEEBot,saint,1200,410,393,75,67,19,17,310,305,1817.5,1648,10,20,1890,1944
